"","colony_id","Light_Value","Run","micromol.cm2.s","micromol.cm2.h"
"1","ACR-A17","0",1,-0.000151069116933864,-0.54384882096191
"2","ACR-A17","1022",1,0.000230107917165375,0.82838850179535
"3","ACR-A17","108",1,-0.000124467231498992,-0.448082033396373
"4","ACR-A17","246",1,8.37619491486903e-05,0.301543016935285
"5","ACR-A17","376",1,0.000195951611142646,0.705425800113524
"6","ACR-A17","476",1,0.000205555859724686,0.74000109500887
"7","ACR-A17","603",1,0.000216450504309546,0.779221815514367
"8","ACR-A17","702",1,0.000233669587009594,0.841210513234539
"9","ACR-A17","791",1,0.000221454379187403,0.79723576507465
"10","ACR-A17","857",1,0.000219105718599417,0.788780586957902
"11","ACR-A17","931",1,0.000250509159826763,0.901832975376347
"12","ACR-A17","982",1,0.00025117109836334,0.904215954108023
"13","ACR-A17","989",1,0.000230807613870507,0.830907409933826
"14","ACR-A23","0",1,-8.12665158213514e-05,-0.292559456956865
"15","ACR-A23","1022",1,0.000162574540295429,0.585268345063546
"16","ACR-A23","108",1,-7.61235726375167e-05,-0.27404486149506
"17","ACR-A23","246",1,8.17261960614639e-05,0.29421430582127
"18","ACR-A23","376",1,0.000136806856638591,0.492504683898929
"19","ACR-A23","476",1,0.000147966564039915,0.532679630543694
"20","ACR-A23","603",1,0.000151451580829816,0.545225690987339
"21","ACR-A23","702",1,0.000160624043130472,0.5782465552697
"22","ACR-A23","791",1,0.000158547534074456,0.570771122668042
"23","ACR-A23","857",1,0.000166082075248463,0.597895470894467
"24","ACR-A23","931",1,0.000179103689359658,0.64477328169477
"25","ACR-A23","982",1,0.000185624839940145,0.668249423784521
"26","ACR-A23","989",1,0.000185759855663092,0.668735480387133
"27","ACR-A9","0",1,-0.000155968299646015,-0.561485878725655
"28","ACR-A9","1022",1,0.000190445632240986,0.685604276067549
"29","ACR-A9","108",1,-0.000136628218689825,-0.491861587283369
"30","ACR-A9","246",1,4.79561023028435e-05,0.172641968290237
"31","ACR-A9","376",1,0.000124187006304375,0.447073222695751
"32","ACR-A9","476",1,0.000161641505619827,0.581909420231377
"33","ACR-A9","603",1,0.000179944076092169,0.647798673931809
"34","ACR-A9","702",1,0.000195567683769857,0.704043661571486
"35","ACR-A9","791",1,0.000196079644516936,0.705886720260969
"36","ACR-A9","857",1,0.000194448329275704,0.700013985392536
"37","ACR-A9","931",1,0.000209471594324198,0.754097739567114
"38","ACR-A9","982",1,0.000211080542079863,0.759889951487508
"39","ACR-A9","989",1,0.000196763758011953,0.708349528843032
"40","ACR-B29","0",1,-9.56366663692077e-05,-0.344291998929148
"41","ACR-B29","1022",1,0.000115678776894581,0.41644359682049
"42","ACR-B29","108",1,1.47688311156355e-05,0.0531677920162879
"43","ACR-B29","246",1,1.53303139014984e-05,0.0551891300453942
"44","ACR-B29","376",1,5.98555112646032e-05,0.215479840552572
"45","ACR-B29","476",1,7.72028796211514e-05,0.277930366636145
"46","ACR-B29","603",1,8.77450887460905e-05,0.315882319485926
"47","ACR-B29","702",1,7.78670212761815e-05,0.280321276594253
"48","ACR-B29","791",1,0.000108431159980756,0.390352175930722
"49","ACR-B29","857",1,9.68207670163404e-05,0.348554761258826
"50","ACR-B29","931",1,0.000117199364166098,0.421917710997952
"51","ACR-B29","982",1,0.000121648702761989,0.437935329943162
"52","ACR-B29","989",1,0.00010620048883217,0.382321759795812
"53","ACR-B5","0",1,-0.000101815911291877,-0.366537280650758
"54","ACR-B5","1022",1,0.000151718521560327,0.546186677617176
"55","ACR-B5","108",1,-9.01766426285486e-05,-0.324635913462775
"56","ACR-B5","246",1,3.70534321277015e-05,0.133392355659725
"57","ACR-B5","376",1,8.65192365507087e-05,0.311469251582551
"58","ACR-B5","476",1,0.000105639079625829,0.380300686652985
"59","ACR-B5","603",1,0.00011792729388399,0.424538257982363
"60","ACR-B5","702",1,0.00013081751763827,0.470943063497773
"61","ACR-B5","791",1,0.000124982606762317,0.449937384344343
"62","ACR-B5","857",1,0.000137539816211256,0.49514333836052
"63","ACR-B5","931",1,0.000155799760792436,0.560879138852768
"64","ACR-B5","982",1,0.00017491487021489,0.629693532773604
"65","ACR-B5","989",1,0.000169742903660088,0.611074453176316
"66","ACR-B8","0",1,-0.000125345074929507,-0.451242269746224
"67","ACR-B8","1022",1,0.00017515442035401,0.630555913274437
"68","ACR-B8","108",1,-0.000104127500436938,-0.374859001572978
"69","ACR-B8","246",1,4.38594739829154e-05,0.157894106338496
"70","ACR-B8","376",1,0.00011812781934882,0.425260149655752
"71","ACR-B8","476",1,0.000158598048374876,0.570952974149554
"72","ACR-B8","603",1,0.000163543886489292,0.58875799136145
"73","ACR-B8","702",1,0.000191471815642127,0.689298536311658
"74","ACR-B8","791",1,0.000170553564536515,0.613992832331454
"75","ACR-B8","857",1,0.000170209726404559,0.612755015056412
"76","ACR-B8","931",1,0.000196349230554876,0.706857229997552
"77","ACR-B8","982",1,0.000199837311467693,0.719414321283696
"78","ACR-B8","989",1,0.000184154221003559,0.662955195612811
"79","ACR-E29","0",1,-0.000208304242062283,-0.749895271424219
"80","ACR-E29","1022",1,0.000224290530489122,0.807445909760839
"81","ACR-E29","108",1,2.09945849986224e-05,0.0755805059950408
"82","ACR-E29","246",1,4.3151771437829e-06,0.0155346377176184
"83","ACR-E29","376",1,8.11644508361284e-05,0.292192023010062
"84","ACR-E29","476",1,0.000132559851296438,0.477215464667177
"85","ACR-E29","603",1,0.00017352229969264,0.624680278893504
"86","ACR-E29","702",1,0.000210218431667405,0.756786354002656
"87","ACR-E29","791",1,0.000207329697268246,0.746386910165684
"88","ACR-E29","857",1,0.000219238585218718,0.789258906787384
"89","ACR-E29","931",1,0.000228730628661872,0.82343026318274
"90","ACR-E29","982",1,0.000244617084953751,0.880621505833505
"91","ACR-E29","989",1,0.000244453587217379,0.880032913982565
"92","ACR-E6","0",1,-0.000128286390088613,-0.461831004319008
"93","ACR-E6","1022",1,0.000147302364473011,0.530288512102841
"94","ACR-E6","108",1,-6.04988683088078e-06,-0.0217795925911708
"95","ACR-E6","246",1,-2.15567733425306e-07,-0.000776043840331102
"96","ACR-E6","376",1,4.59581137642017e-05,0.165449209551126
"97","ACR-E6","476",1,9.08969914482797e-05,0.327229169213807
"98","ACR-E6","603",1,0.000101385585717892,0.364988108584412
"99","ACR-E6","702",1,0.000127722267528861,0.459800163103899
"100","ACR-E6","791",1,0.000121882229734881,0.438776027045571
"101","ACR-E6","857",1,0.000124833513604051,0.449400648974585
"102","ACR-E6","931",1,0.000131082040893348,0.471895347216053
"103","ACR-E6","982",1,0.000118070323566194,0.425053164838299
"104","ACR-E6","989",1,0.000136836642143667,0.492611911717201
"105","ACR-E9","0",1,-0.000156199432947075,-0.562317958609469
"106","ACR-E9","1022",1,0.000133143948715148,0.479318215374532
"107","ACR-E9","108",1,6.32737490922446e-05,0.227785496732081
"108","ACR-E9","246",1,5.82223100970231e-05,0.209600316349283
"109","ACR-E9","376",1,0.000114179062745735,0.411044625884645
"110","ACR-E9","476",1,0.000144005590723236,0.518420126603651
"111","ACR-E9","603",1,0.000168657598877297,0.607167355958269
"112","ACR-E9","702",1,0.000184041806510721,0.662550503438596
"113","ACR-E9","791",1,0.000184833074862266,0.665399069504157
"114","ACR-E9","857",1,0.000169075605339625,0.608672179222651
"115","ACR-E9","931",1,0.00018235663280883,0.656483878111788
"116","ACR-E9","982",1,0.000161024099804589,0.57968675929652
"117","ACR-E9","989",1,0.000122178420215793,0.439842312776854
